"OPERATEUR";"CODE_EIC";"ANNEE";"FILIERE";"IRIS_CODE";"IRIS_LIBELLE";"ADRESSE";"NOM_COMMUNE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"Enedis";"17X100A100A0001A";"2020";"E";"452340602";"Grand Villiers";"5 RUE DE LA CROIX FEUILLATRE";"ORLÉANS";"R";13.31151;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380808";"La Madeleine Mauconseil";"1 RUE GINGUENE";"RENNES";"R";13.30596;11
"Enedis";"17X100A100A0001A";"2020";"E";"352381004";"Villejean Nord-Ouest";"13 RUE DU LIMOUSIN";"RENNES";"R";13.29509;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380701";"Croix Saint-Hélier";"59 B RUE DE CHATEAUGIRON";"RENNES";"R";13.29424;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630508";"Hôtel de Ville-Quinconces 8";"1 RUE VITAL CARLES";"BORDEAUX";"R";13.29309;11
"Enedis";"17X100A100A0001A";"2020";"E";"452340604";"Marne";"18 AVENUE DE LA MARNE";"ORLÉANS";"R";13.28695;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381001";"Pontchaillou";"3 SQUARE YVES LE MOINE";"RENNES";"R";13.2849;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381004";"Villejean Nord-Ouest";"7 RUE DU LIMOUSIN";"RENNES";"R";13.28487;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380107";"Dalle du Colombier";"37 RUE DU CAPITAINE MAIGNAN";"RENNES";"I";13.28029;1
"Enedis";"17X100A100A0001A";"2020";"E";"352381007";"Beauregard";"41 RUE MARIE DORVAL";"RENNES";"R";13.27866;11
"Enedis";"17X100A100A0001A";"2020";"E";"352381206";"Saint-Yves";"RUE JEAN COQUELIN";"RENNES";"T";13.277;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380301";"Mail";"60 QUAI SAINT CYR";"RENNES";"R";13.27276;12
"Enedis";"17X100A100A0001A";"2020";"E";"352380901";"Arsenal";"29 QUAI DE LA PREVALAYE";"RENNES";"R";13.26889;28
"Enedis";"17X100A100A0001A";"2020";"E";"352380904";"Cleunay Ouest";"63 BOULEVARD DE LA GUERINAIS";"RENNES";"R";13.26575;12
"Enedis";"17X100A100A0001A";"2020";"E";"352380501";"Emmanuel Mounier";"2 SQUARE SAINT EXUPERY";"RENNES";"R";13.26367;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630506";"Hôtel de Ville-Quinconces 6";"23 COURS DE VERDUN";"BORDEAUX";"R";13.25686;10
"Enedis";"17X100A100A0001A";"2020";"E";"330631207";"Nansouty 7";"30 RUE BILLAUDEL";"BORDEAUX";"R";13.25654;11
"Enedis";"17X100A100A0001A";"2020";"E";"352381201";"Les Hautes Chalais";"37 SQUARE DES HAUTES CHALAIS";"RENNES";"R";13.25036;10
"Enedis";"17X100A100A0001A";"2020";"E";"330631104";"Capucins-Victoire 4";"15 RUE DES PONTETS";"BORDEAUX";"R";13.24424;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630506";"Hôtel de Ville-Quinconces 6";"51 COURS GEORGES CLEMENCEAU";"BORDEAUX";"T";13.23261;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380306";"Stade Rennais";"4 RUE ETIENNE PINAULT";"RENNES";"R";13.22253;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380805";"Haut Quineleu";"92 RUE DE L ALMA";"RENNES";"R";13.21772;12
"Enedis";"17X100A100A0001A";"2020";"E";"352380202";"Les Mottais";"83 BOULEVARD DE SEVIGNE";"RENNES";"R";13.21356;11
"Enedis";"17X100A100A0001A";"2020";"E";"352381004";"Villejean Nord-Ouest";"8 RUE DU NIVERNAIS";"RENNES";"R";13.20192;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380707";"Fernand Jacq";"16 RUE MONSIEUR VINCENT";"RENNES";"R";13.20094;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630508";"Hôtel de Ville-Quinconces 8";"15 PLACE GAMBETTA";"BORDEAUX";"T";13.177;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380401";"Jean Ogée";"24 AVENUE DU 41E REGIMENT D INFANTERIE";"RENNES";"R";13.17609;15
"Enedis";"17X100A100A0001A";"2020";"E";"452341301";"Fiacre-Chenault";"20 RUE DES ANGUIGNIS";"ORLÉANS";"I";13.17484;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380301";"Mail";"16 MAIL FRANCOIS MITTERRAND";"RENNES";"R";13.17285;11
"Enedis";"17X100A100A0001A";"2020";"E";"352381002";"Villejean Sud-Est";"16 AVENUE SIR WINSTON CHURCHILL";"RENNES";"R";13.17239;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381202";"Henri Fréville Sud-Ouest";"5 RUE DE SUEDE";"RENNES";"T";13.16514;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380204";"Paris Ouest Martenot";"32 RUE DE PARIS";"RENNES";"R";13.1576;26
"Enedis";"17X100A100A0001A";"2020";"E";"352380601";"Parc de Maurepas";"11 SQUARE PIERRE MERLAT";"RENNES";"R";13.13946;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380207";"Saint-Hélier";"21 RUE SAINT HELIER";"RENNES";"R";13.13441;10
"Enedis";"17X100A100A0001A";"2020";"E";"452342102";"Le Lac-Avenue de l'Hôpital";"AVENUE DE CONCYR";"ORLÉANS";"T";13.129;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380601";"Parc de Maurepas";"33 BOULEVARD CHARLES PEGUY";"RENNES";"R";13.12632;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380110";"Hôtel-Dieu";"83 RUE DE DINAN";"RENNES";"R";13.12581;11
"Enedis";"17X100A100A0001A";"2020";"E";"330630201";"Bacalan 1";"23 RUE PIERRE BAOUR";"BORDEAUX";"T";13.12095;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380208";"Laennec-Dupont des Loges";"51 RUE DUPONT DES LOGES";"RENNES";"R";13.12027;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380805";"Haut Quineleu";"ZONE D AMENA EURORENNES";"RENNES";"T";13.11866;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380705";"La Poterie Sud";"107 RUE MICHEL GERARD";"RENNES";"R";13.11777;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380606";"Le Bois Perrin";"16 SQUARE DOCTEUR ARTHUR QUENTIN";"RENNES";"R";13.10292;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381002";"Villejean Sud-Est";"12 AVENUE DU DOYEN COLAS";"RENNES";"R";13.09755;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381005";"Villejean Nord-Est";"1 VILLA D ARTOIS";"RENNES";"R";13.0851;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381007";"Beauregard";"1 RUE CHARLES DE KERGARIOU";"RENNES";"R";13.078;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380602";"Michelet";"14 RUE BEAUMARCHAIS";"RENNES";"R";13.07549;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380807";"Villeneuve";"17 C RUE LE GUEN DE KERANGAL";"RENNES";"R";13.04752;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380606";"Le Bois Perrin";"12 SQUARE DU BOIS PERRIN";"RENNES";"R";13.04588;10
"Enedis";"17X100A100A0001A";"2020";"E";"831370607";"Besagne";"4 PLACE LOUIS BLANC";"TOULON";"T";13.03987;1
"Enedis";"17X100A100A0001A";"2020";"E";"352381001";"Pontchaillou";"18 RESIDENCE ST JEAN BAPTISTE DE LA SALLE";"RENNES";"R";13.00799;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380606";"Le Bois Perrin";"13 SQUARE DU BOIS PERRIN";"RENNES";"R";12.99065;10
"Enedis";"17X100A100A0001A";"2020";"E";"452341301";"Fiacre-Chenault";"3 RUE FRANCOIS PAGOT";"ORLÉANS";"R";12.98585;10
"Enedis";"17X100A100A0001A";"2020";"E";"452340604";"Marne";"73 RUE DU PETIT PONT";"ORLÉANS";"R";12.9779;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380602";"Michelet";"189 C AVENUE DU GENERAL LECLERC";"RENNES";"R";12.97528;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380904";"Cleunay Ouest";"79 BOULEVARD DE LA GUERINAIS";"RENNES";"R";12.97258;12
"Enedis";"17X100A100A0001A";"2020";"E";"352380302";"Rue de Brest Ouest";"20 RUE FREDERIC SACHER";"RENNES";"R";12.9678;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630402";"La Bastide 2";"44 RUE DE NUITS";"BORDEAUX";"T";12.96521;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380903";"Cleunay Est";"9 RUE ROGER HENRI GUERRAND";"RENNES";"R";12.95936;21
"Enedis";"17X100A100A0001A";"2020";"E";"352380402";"Cimetière du Nord";"16 A AVENUE GROS MALHON";"RENNES";"R";12.95811;12
"Enedis";"17X100A100A0001A";"2020";"E";"352381005";"Villejean Nord-Est";"10 RUE DE FRANCHE COMTE";"RENNES";"R";12.95383;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630605";"Saint-Seurin-Fondaudège 5";"13 RUE THIAC";"BORDEAUX";"T";12.93775;1
"Enedis";"17X100A100A0001A";"2020";"E";"352381201";"Les Hautes Chalais";"4 SQUARE DES HAUTES CHALAIS";"RENNES";"R";12.93104;10
"Enedis";"17X100A100A0001A";"2020";"E";"330631208";"Nansouty 8";"33 BOULEVARD ALBERT 1ER";"BORDEAUX";"R";12.92673;17
"Enedis";"17X100A100A0001A";"2020";"E";"352380801";"Albert de Mun";"12 RUE PIERRE MARTIN";"RENNES";"R";12.92471;10
"Enedis";"17X100A100A0001A";"2020";"E";"452341202";"Écale-Rives de Loire";"31 ALLEE PIERRE CHEVALLIER";"ORLÉANS";"R";12.91551;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380301";"Mail";"4 RUE LENEE";"RENNES";"R";12.89499;12
"Enedis";"17X100A100A0001A";"2020";"E";"330630401";"La Bastide 1";"108 QUAI DE BRAZZA";"BORDEAUX";"I";12.89015;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380602";"Michelet";"155 D AVENUE DU GENERAL LECLERC";"RENNES";"R";12.88391;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380601";"Parc de Maurepas";"8 SQUARE RENE LE BOURDELLES";"RENNES";"R";12.85914;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381003";"Villejean Sud-Ouest";"11 AVENUE DE GUYENNE";"RENNES";"R";12.85897;11
"Enedis";"17X100A100A0001A";"2020";"E";"352380802";"Coutenceau";"45 RUE COUTANCEAU";"RENNES";"R";12.85564;10
"Enedis";"17X100A100A0001A";"2020";"E";"452340604";"Marne";"10 RUE DES JACOBINS";"ORLÉANS";"R";12.84119;10
"Enedis";"17X100A100A0001A";"2020";"E";"452341401";"Plantes-Dauphine";"7 RUE MICHEL ROYER";"ORLÉANS";"T";12.83332;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370103";"Le Temple";"101 IMPASSE BISKRA";"TOULON";"R";12.83094;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380301";"Mail";"31 RUE DE LORGERIL";"RENNES";"R";12.82451;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381105";"Torigné Est";"1 SQUARE DE TRANSYLVANIE";"RENNES";"R";12.8205;10
"Enedis";"17X100A100A0001A";"2020";"E";"831370504";"Haute Ville-La Gare";"323 RUE JEAN JAURES";"TOULON";"T";12.81646;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380606";"Le Bois Perrin";"6 SQUARE DU BOIS PERRIN";"RENNES";"R";12.8122;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380902";"La Mabilais";"1 RUE PORCON DE LA BARBINAIS";"RENNES";"R";12.80961;15
"Enedis";"17X100A100A0001A";"2020";"E";"352380705";"La Poterie Sud";"22 RUE RENE YVES CRESTON";"RENNES";"R";12.80216;13
"Enedis";"17X100A100A0001A";"2020";"E";"831370603";"Le Mourillon III";"164 RUE ERNEST RENAN";"TOULON";"R";12.79929;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380702";"Cimetière de l'Est";"25 B RUE DE CHATEAUGIRON";"RENNES";"R";12.78917;12
"Enedis";"17X100A100A0001A";"2020";"E";"352380601";"Parc de Maurepas";"2 SQUARE PIERRE MERLAT";"RENNES";"R";12.78621;10
"Enedis";"17X100A100A0001A";"2020";"E";"452341301";"Fiacre-Chenault";"7 RUE FRANCOIS PAGOT";"ORLÉANS";"R";12.7838;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380802";"Coutenceau";"24 RUE COUTANCEAU";"RENNES";"R";12.774;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381201";"Les Hautes Chalais";"1 SQUARE DES HAUTES CHALAIS";"RENNES";"R";12.76329;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380807";"Villeneuve";"17 G RUE LE GUEN DE KERANGAL";"RENNES";"R";12.76313;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381004";"Villejean Nord-Ouest";"30 RUE DE PICARDIE";"RENNES";"R";12.75829;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380402";"Cimetière du Nord";"203 A RUE SAINT MALO";"RENNES";"R";12.7569;10
"Enedis";"17X100A100A0001A";"2020";"E";"452340604";"Marne";"47 AVENUE DE LA MARNE";"ORLÉANS";"R";12.74703;10
"Enedis";"17X100A100A0001A";"2020";"E";"330631001";"Saint-Bruno-Saint-Victor 1";"121 RUE GEORGES BONNAC";"BORDEAUX";"T";12.74286;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380509";"Saint-Laurent";"3 RUE DU GAST";"RENNES";"R";12.73853;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380707";"Fernand Jacq";"12 RUE MONSIEUR VINCENT";"RENNES";"R";12.73596;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381201";"Les Hautes Chalais";"25 SQUARE DES HAUTES CHALAIS";"RENNES";"R";12.72223;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381001";"Pontchaillou";"5 RESIDENCE ST JEAN BAPTISTE DE LA SALLE";"RENNES";"R";12.72169;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380708";"Fransisco Ferrer";"8 SQUARE LEON BLUM";"RENNES";"R";12.71132;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380304";"La Touche";"7 RUE CARDINAL PAUL GOUYON";"RENNES";"R";12.707;12
"Enedis";"17X100A100A0001A";"2020";"E";"352381203";"Canada";"34 AVENUE HENRI FREVILLE";"RENNES";"R";12.69333;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380801";"Albert de Mun";"4 RUE JULIEN GEOFFROY";"RENNES";"R";12.69305;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630503";"Hôtel de Ville-Quinconces 3";"8 PLACE SAINT CHRISTOLY";"BORDEAUX";"T";12.67982;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630301";"Chartrons-Grand Parc 1";"252 COURS BAGUERIE STUTTEMBERG";"BORDEAUX";"T";12.67939;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370501";"Le Port";"24 RUE DES RIAUX";"TOULON";"R";12.67257;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381002";"Villejean Sud-Est";"19 AVENUE GASTON BERGER";"RENNES";"R";12.66654;10
"Enedis";"17X100A100A0001A";"2020";"E";"452341601";"Mouillère-Dauphine";"1 PASSAGE DES IRIS";"ORLÉANS";"R";12.66543;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380707";"Fernand Jacq";"14 ALLEE DE FINLANDE";"RENNES";"R";12.66125;10
"Enedis";"17X100A100A0001A";"2020";"E";"831370612";"La Rode";"114 RUE DARIUS MILHAUD";"TOULON";"R";12.65763;12
"Enedis";"17X100A100A0001A";"2020";"E";"831370905";"Élisa-La Pivotte";"49 AVENUE AMIRAL RAVEL";"TOULON";"R";12.65731;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381007";"Beauregard";"34 RUE AURELIE NEMOURS";"RENNES";"R";12.6566;15
"Enedis";"17X100A100A0001A";"2020";"E";"352380502";"Brno";"8 RUE D EXETER";"RENNES";"R";12.65592;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380209";"Alphonse Guérin";"7 RUE NADAULT DE BUFFON";"RENNES";"R";12.65233;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630705";"Villa Primerose Parc Bordelais-Caudéran 5";"AVENUE BEL AIR";"BORDEAUX";"T";12.64389;1
"Enedis";"17X100A100A0001A";"2020";"E";"330631102";"Capucins-Victoire 2";"59 RUE PAUL LOUIS LANDE";"BORDEAUX";"I";12.63496;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380602";"Michelet";"189 B AVENUE DU GENERAL LECLERC";"RENNES";"R";12.63358;10
"Enedis";"17X100A100A0001A";"2020";"E";"831370801";"Aguillon-Petit Bois";"BOULEVARD SEBASTIEN PEZETTI";"TOULON";"I";12.6319;1
"Enedis";"17X100A100A0001A";"2020";"E";"452341601";"Mouillère-Dauphine";"7 PASSAGE DES HORTENSIAS";"ORLÉANS";"R";12.62503;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381003";"Villejean Sud-Ouest";"11 AVENUE SIR WINSTON CHURCHILL";"RENNES";"R";12.62149;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380902";"La Mabilais";"3 SQUARE RAYMOND ARON";"RENNES";"R";12.61676;11
"Enedis";"17X100A100A0001A";"2020";"E";"352381007";"Beauregard";"1 RUE GINA PANE";"RENNES";"R";12.61463;14
"Enedis";"17X100A100A0001A";"2020";"E";"352380208";"Laennec-Dupont des Loges";"1 RUE DU VERGER";"RENNES";"R";12.60416;14
"Enedis";"17X100A100A0001A";"2020";"E";"330631204";"Nansouty 4";"62 RUE DES SABLIERES";"BORDEAUX";"R";12.59338;13
"Enedis";"17X100A100A0001A";"2020";"E";"330630702";"Villa Primerose Parc Bordelais-Caudéran 2";;"BORDEAUX";"T";12.57839;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370311";"Saint-Roch I";"5 AVENUE SAINT ROCH";"TOULON";"T";12.57213;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380103";"Parlement";"4 RUE JEAN JAURES";"RENNES";"R";12.56501;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630313";"Chartrons-Grand Parc 13";"5 PLACE RAVEZIES";"BORDEAUX";"T";12.53293;2
"Enedis";"17X100A100A0001A";"2020";"E";"352381003";"Villejean Sud-Ouest";"9 AVENUE SIR WINSTON CHURCHILL";"RENNES";"R";12.5277;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380107";"Dalle du Colombier";"6 PLACE MARECHAL JUIN";"RENNES";"R";12.52142;10
"Enedis";"17X100A100A0001A";"2020";"E";"452340803";"Gare-Munster";"45 RUE CHARLES D ORLEANS";"ORLÉANS";"T";12.50749;1
"Enedis";"17X100A100A0001A";"2020";"E";"330630202";"Bacalan 2";"103 RUE DELBOS";"BORDEAUX";"I";12.50288;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380204";"Paris Ouest Martenot";"5 RUE LOUIS POSTEL";"RENNES";"R";12.49013;21
"Enedis";"17X100A100A0001A";"2020";"E";"352380606";"Le Bois Perrin";"2 SQUARE DU BOIS PERRIN";"RENNES";"R";12.48555;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381004";"Villejean Nord-Ouest";"33 AVENUE SIR WINSTON CHURCHILL";"RENNES";"R";12.48449;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380901";"Arsenal";"8 BOULEVARD SEBASTOPOL";"RENNES";"R";12.47419;11
"Enedis";"17X100A100A0001A";"2020";"E";"352380708";"Fransisco Ferrer";"20 SQUARE PROFESSEUR LOUIS ANTOINE";"RENNES";"R";12.47222;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380807";"Villeneuve";"15 RUE ALAIN BOUCHART";"RENNES";"R";12.46529;12
"Enedis";"17X100A100A0001A";"2020";"E";"352381002";"Villejean Sud-Est";"AVENUE SIR WINSTON CHURCHILL";"RENNES";"T";12.44977;1
"Enedis";"17X100A100A0001A";"2020";"E";"831370809";"La Barre";"348 AVENUE FRANCOIS NARDI";"TOULON";"R";12.44475;11
"Enedis";"17X100A100A0001A";"2020";"E";"352381206";"Saint-Yves";"9 A RUE VICTOR RAULT";"RENNES";"R";12.43724;12
"Enedis";"17X100A100A0001A";"2020";"E";"352381003";"Villejean Sud-Ouest";"15 AVENUE DE GUYENNE";"RENNES";"R";12.43236;11
"Enedis";"17X100A100A0001A";"2020";"E";"352381203";"Canada";"3 SQUARE D OSLO";"RENNES";"R";12.43115;10
"Enedis";"17X100A100A0001A";"2020";"E";"330631006";"Saint-Bruno-Saint-Victor 6";"66 BOULEVARD GEORGE V";"BORDEAUX";"T";12.41553;1
"Enedis";"17X100A100A0001A";"2020";"E";"352381206";"Saint-Yves";"26 B BOULEVARD GEORGES CLEMENCEAU";"RENNES";"R";12.41325;10
"Enedis";"17X100A100A0001A";"2020";"E";"452341201";"Saint-Laurent-Sanitas";"27 RUE SOUS LES SAINTS";"ORLÉANS";"R";12.40935;13
"Enedis";"17X100A100A0001A";"2020";"E";"352381203";"Canada";"11 AVENUE DU CANADA";"RENNES";"R";12.40671;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380107";"Dalle du Colombier";"13 RUE EMILE SOUVESTRE";"RENNES";"R";12.40435;11
"Enedis";"17X100A100A0001A";"2020";"E";"920730112";"Plateau Ouest 2";"24 RUE ALBERT CARON";"SURESNES";"R";12.40254;11
"Enedis";"17X100A100A0001A";"2020";"E";"352381205";"Les Olympiades";"5 PLACE HENRI TERRIERE";"RENNES";"R";12.3849;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380401";"Jean Ogée";"1 RUE PERRIN DE LA TOUCHE";"RENNES";"R";12.38296;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380602";"Michelet";"27 BOULEVARD ALEXIS CARREL";"RENNES";"R";12.38086;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381105";"Torigné Est";"9 SQUARE DE TRANSYLVANIE";"RENNES";"R";12.37402;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380205";"Paris Est";"47 RUE DE PARIS";"RENNES";"R";12.37143;25
"Enedis";"17X100A100A0001A";"2020";"E";"330630806";"Lestonnat-Monséjour 6";"305 AVENUE DE LA REPUBLIQUE";"BORDEAUX";"T";12.36326;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380209";"Alphonse Guérin";"2 SQUARE DU DOCTEUR GUERIN";"RENNES";"R";12.36169;10
"Enedis";"17X100A100A0001A";"2020";"E";"330631001";"Saint-Bruno-Saint-Victor 1";"12 RUE BATAILLEY";"BORDEAUX";"R";12.35901;14
"Enedis";"17X100A100A0001A";"2020";"E";"352380805";"Haut Quineleu";"55 RUE DE CHATILLON";"RENNES";"R";12.35898;10
"Enedis";"17X100A100A0001A";"2020";"E";"452341103";"Bannier-Coligny";"78 RUE DES MURLINS";"ORLÉANS";"R";12.35882;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630404";"La Bastide 4";"12 RUE DU PROFESSEUR ANDRE LAMBINET";"BORDEAUX";"R";12.35155;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381201";"Les Hautes Chalais";"39 SQUARE DES HAUTES CHALAIS";"RENNES";"R";12.34964;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380306";"Stade Rennais";"6 RUE DES ARTS";"RENNES";"R";12.34415;10
"Enedis";"17X100A100A0001A";"2020";"E";"452341002";"Bannier-Nord Ouest-Murlins";"28 RUE CROIX BAUDU";"ORLÉANS";"R";12.34166;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380807";"Villeneuve";"17 D RUE LE GUEN DE KERANGAL";"RENNES";"R";12.33706;10
"Enedis";"17X100A100A0001A";"2020";"E";"831370506";"Cathédrale";"2 PLACE DU GRAND COUVENT";"TOULON";"R";12.33208;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630903";"Saint-Augustin 3";"29 RUE CAMPEYRAUT";"BORDEAUX";"R";12.33025;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630607";"Saint-Seurin-Fondaudège 7";"17 RUE LACROIX";"BORDEAUX";"R";12.31734;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380303";"Rue de Brest Est";"16 RUE CONSTANT VERON";"RENNES";"R";12.31321;12
"Enedis";"17X100A100A0001A";"2020";"E";"352381005";"Villejean Nord-Est";"18 AVENUE SIR WINSTON CHURCHILL";"RENNES";"R";12.30945;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380306";"Stade Rennais";"3 RUE RENEE PREVERT";"RENNES";"R";12.30653;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380804";"Jean-Baptiste Barre";"129 RUE DE CHATILLON";"RENNES";"R";12.30098;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630705";"Villa Primerose Parc Bordelais-Caudéran 5";"94 AVENUE DE LA REPUBLIQUE";"BORDEAUX";"R";12.30007;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381103";"Sainte-Élisabeth-Grèce";"11 AVENUE DE POLOGNE";"RENNES";"R";12.29221;26
"Enedis";"17X100A100A0001A";"2020";"E";"352380101";"Cathédrale";"3 PLACE DU CHAMP JACQUET";"RENNES";"T";12.26771;1
"Enedis";"17X100A100A0001A";"2020";"E";"352380601";"Parc de Maurepas";"18 SQUARE PIERRE MERLAT";"RENNES";"R";12.26519;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630312";"Chartrons-Grand Parc 12";"117 COURS JOURNU AUBER";"BORDEAUX";"R";12.26027;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380801";"Albert de Mun";"10 T RUE PIERRE MARTIN";"RENNES";"R";12.25924;10
"Enedis";"17X100A100A0001A";"2020";"E";"452340602";"Grand Villiers";"20 RUE PAUL LEMESLE";"ORLÉANS";"R";12.24366;10
"Enedis";"17X100A100A0001A";"2020";"E";"352380208";"Laennec-Dupont des Loges";"58 RUE DUPONT DES LOGES";"RENNES";"R";12.24065;15
"Enedis";"17X100A100A0001A";"2020";"E";"352380502";"Brno";"25 RUE GUSTAVE CHARPENTIER";"RENNES";"R";12.23738;10
"Enedis";"17X100A100A0001A";"2020";"E";"330631202";"Nansouty 2";"20 RUE MAGENTA";"BORDEAUX";"R";12.23508;14
"Enedis";"17X100A100A0001A";"2020";"E";"352381003";"Villejean Sud-Ouest";"17 AVENUE SIR WINSTON CHURCHILL";"RENNES";"R";12.23439;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381003";"Villejean Sud-Ouest";"2 SQUARE DE CHAMPAGNE";"RENNES";"R";12.23162;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381203";"Canada";"2 SQUARE D OSLO";"RENNES";"R";12.22434;10
"Enedis";"17X100A100A0001A";"2020";"E";"330630203";"Bacalan 3";"102 RUE PASCAL LAFARGUE";"BORDEAUX";"R";12.22366;10
"Enedis";"17X100A100A0001A";"2020";"E";"452341202";"Écale-Rives de Loire";"28 RUE JEAN DE LA TAILLE";"ORLÉANS";"R";12.21521;10
"Enedis";"17X100A100A0001A";"2020";"E";"452340604";"Marne";"36 AVENUE DE LA MARNE";"ORLÉANS";"R";12.21127;10
"Enedis";"17X100A100A0001A";"2020";"E";"452341202";"Écale-Rives de Loire";"37 ALLEE PIERRE CHEVALLIER";"ORLÉANS";"R";12.2112;10
"Enedis";"17X100A100A0001A";"2020";"E";"352381005";"Villejean Nord-Est";"14 RUE DE FRANCHE COMTE";"RENNES";"R";12.20698;10
